A1,A2,A2a,A2a1,A3_0,A3_1,A3_2,A3_3,A3_4,A4_0,A4_1,A4_2,A4_3,A4_4,A4_5,A4_6,A4_7,A4_8,A4_9,A5,A5a,A6,A61,B1,B1a,B2,B2a,B3,B3a,B4_0,B4_1,B4_2,B4_3,B4_4,B4_5,B4_6,B4_7,B4_8,B4_9,B4_10,B4_11,B5,B5a,B6,B6a,B7,B7a,B8,B8a,B9,B9a,B10,B10a,B11,B111_0,B111_1,B111_2,B111_3,B111_4,B111_5,B111_6,B111_7,B111_8,B111_9,B12,B121,B122,B123,B124,B13,B131,B132_0,B132_1,B132_2,B132_3,B132_4,B132_5,B132_6,B132_7,B132_8,B132_9,B132_10,B132_11,B132_12,B132_13,B132_14,B132_15,C1,C1a,C1b,C1c,C1d,C2,C2a_0,C2a_1,C2a_2,C2a_3,C2a_4,C2a_5,C2a_6,C2b_0,C2b_1,C2b_2,C2b_3,C2b_4,C2b1,C3,C3a,C4,C5_0,C5_1,C5_2,C5_3,C5_4,C5_5,C5_6,C6,C71,C72,C73,C74,C75,C71a,C72a,C73a,C74a,C75a,C8,C9,C9a,E1,E2,E2Y,E2M,E3,E41,E42,E42a,E5,E6,E7a,E7b,CODE,YY,CC,CITY,ENERGY_CODE,WI
1,2,,.,0,1,,,,1,,,,,1,,,,,2,,1,,6,.,4,.,3,.,0,,,,1,,,1,,1,,,5,.,3,.,2,.,,.,,.,7,.,1,0,,1,,,,,,,1,1,3,,,,2,,0,1,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,6,.,5,0,1,1,1,,,,5,1,1,,1,2,,,,,3500,4,10,.,1,10,41,6,1,13,1,,1,1,2,1,111363,2013,1987,1,1,58
1,2,,.,0,1,,,,0,1,,,,1,,,,,2,,1,,9,58,5,.,2,.,0,,,,,,,,1,,,1,4,.,1,.,3,.,5,.,5,.,4,.,2,9,,,,,,,,,,1,1,,,,2,1,0,1,1,,,,,,,1,,,,,,,2,62.9,3,,,2,0,,1,,,,,0,1,,,,300,6,.,5,0,1,1,1,,,,4,1,1,,1,2,,,,,3200,5,10,.,1,10,39,12,3,13,2,11,1,1,2,1,111367,2006,1999,1,1,58
1,2,,.,0,1,1,,,0,1,1,,,,,,,,2,,2,2,7,.,2,.,3,.,0,,,,1,1,,1,,,,,3,.,4,.,3,.,4,.,3,.,7,.,,9,,,,,,,,,,2,,2,1,,2,1,0,1,,,1,,,,,,,,,,,,1,18,,,,1,9,,,,,,,9,,,,,,,.,6,0,1,,,,,,2,1,1,,1,1,,,,,,2,3,.,1,10,38,2,4,8,2,1,1,1,1,2,111368,2005,1597,1,1,58
1,2,,.,0,1,,,,0,1,,,,1,,,1,,2,,1,,9,43,5,.,1,.,0,,,,,,,1,1,1,1,1,4,.,5,.,4,.,7,.,4,.,3,.,2,9,,,,,,,,,,1,1,,,,2,,0,1,,,,,,,,,,,,,,,1,70,,,,2,0,,1,,1,1,,0,,,1,,,4,.,1,0,1,,,,,,1,1,1,,1,2,,,,,4500,5,11,.,1,8,.,.,2,13,1,,1,1,1,2,111369,2011,1798,1,1,58
1,2,,.,0,1,,,,0,,1,,,1,,,,,2,,2,4,4,.,2,.,2,.,0,,,,1,,,,,1,,,3,.,2,.,1,.,5,.,3,.,3,.,1,0,,1,,,,,1,1,,1,2,,,,2,1,0,,,,,,,,,1,,,,,,1,1,67,,,,1,9,,,,,,,9,,,,,,3,.,3,0,1,,,,,,1,1,1,,1,1,,,,,,1,6,.,1,10,40,3,1,13,1,,1,1,1,2,111370,2013,1798,1,1,58
2,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,2,.,1,.,6,12,0,,,,,1,,,,,,,1,.,2,.,1,.,1,.,1,.,7,.,1,0,,,,1,,,,,,2,,2,6,2,2,1,0,,1,,,,,,,,,,,,,,2,53,1,,,1,9,,,,,,,9,,,,,,1,.,1,0,1,,,,,,1,1,1,,1,1,,,,,,2,2,.,1,9,.,.,1,11,2,,1,1,1,,111371,2012,1798,1,1,58
1,2,,.,0,1,,1,,0,1,1,,,1,,,,,2,,1,,7,.,4,.,5,.,0,,,,1,1,1,1,1,,,,4,.,3,.,2,.,3,.,3,.,3,.,1,0,,1,,,,1,,,,1,2,,,,2,,0,1,,,,,,,,,,,,,,,2,85,3,,,2,0,,1,,,,,0,1,,,,500,8,.,1,0,1,,1,,,,,1,1,,1,2,,,,,3450,6,7,.,1,8,.,.,2,13,1,,4,1,1,2,111372,2012,1987,1,1,58
1,2,,.,0,1,,,,0,1,1,1,,,,,,,2,,2,6,1,.,2,.,5,.,0,,,,,1,1,1,1,,,,4,.,2,.,1,.,4,.,6,.,8,.,,9,,,,,,,,,,2,,2,2,,2,1,0,,,,,,,,,1,,,,,,,1,9,,,,1,9,,,,,,,9,,,,,,4,.,4,0,1,1,,,,,5,1,1,,1,1,,,,,,2,7,.,1,8,.,.,2,13,1,,1,1,2,3,111374,2002,1794,1,1,58
1,2,,.,0,1,,,,0,,1,1,,1,1,,,,2,,1,,6,.,3,.,2,.,0,,,1,1,1,,,,1,1,,5,.,4,.,4,.,5,.,6,.,4,.,2,9,,,,,,,,,,1,1,,,,2,4,0,1,,1,,1,,,,,,,,,,,2,60,3,,,1,9,,,,,,,9,,,,,,3,.,4,0,1,,,,,,1,1,1,1,1,1,,,,,,2,10,.,1,7,.,.,3,10,1,,1,1,1,3,111376,2011,1798,1,1,58
1,2,,.,0,1,1,,,0,1,,,,1,,,,,2,,1,,9,75,7,.,2,.,0,,,,,,,1,1,,,1,5,.,2,.,1,.,4,.,4,.,8,.,2,9,,,,,,,,,,1,1,,,,2,1,0,1,,,,,,,,,,,,,,,2,86,3,,,1,9,,,,,,,9,,,,,,4,.,5,0,1,1,1,,,,4,1,1,,1,2,,,,,3000,2,10,.,1,7,.,.,2,10,1,,1,1,1,2,111377,2008,2362,1,5,58
1,2,,.,0,1,,,,0,1,,,,1,,,,,2,,1,,4,.,4,.,4,.,0,,,,1,,,1,,,,,4,.,2,.,2,.,4,.,4,.,5,.,1,0,,,,1,,,,,,1,1,,,,2,1,0,1,,,,1,,,,,,,,,,,2,79.8,3,,,2,0,,,1,,,,0,,,1,,,4,.,1,0,1,,1,,,,1,1,1,,1,2,,,,,2300,4,10,.,1,7,.,.,2,9,1,,1,1,1,2,111378,2014,1987,1,1,58
1,2,,.,0,1,1,,,0,1,,,,,1,,,,2,,1,,9,53,1,.,3,.,0,,,,1,1,,1,1,,,,4,.,3,.,1,.,4,.,2,.,1,.,1,0,,1,,,1,,,1,,2,,2,3,,2,1,1,,,,,,,,,,,,,,,,2,,3,,,2,0,,,1,,,,0,,1,,,,4,.,1,0,1,,,,,,1,1,1,1,1,1,,,,,,5,5,.,1,,.,.,2,11,1,,1,1,3,,111379,2004,1998,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,2,6,4,.,1,.,6,.,0,,1,,,,,,1,,,,1,.,4,.,3,.,3,.,,.,5,.,1,0,1,1,,1,,,,,,2,,2,5,2,2,,0,1,1,,,,,,,1,,,,,,,1,16,,,,1,9,,,,,,,9,,,,,,2,.,2,0,1,,,,,,1,1,1,,1,1,,,,,,5,2,.,1,8,.,.,1,13,2,3,4,1,1,2,111381,2006,1794,1,1,58
1,2,,.,0,1,1,1,,0,1,1,,,1,,,,,2,,1,,8,.,3,.,5,.,0,,,,,,1,1,1,1,,,4,.,,.,,.,5,.,,.,8,.,1,0,,1,,,,,1,,,1,1,,,,2,1,0,1,,,,,,,,,,,,,,,2,69,3,,,2,0,1,1,,,,,0,1,,,,1500,,.,,0,1,,1,,,,2,1,1,,1,2,,,,,3000,2,7,.,1,,.,.,2,11,1,,1,1,1,2,111382,2009,1998,1,1,58
1,2,,.,0,1,,,,0,1,,,,1,,,,,2,,2,2,3,.,3,.,3,.,0,,,,,1,1,1,1,1,1,,5,.,5,.,2,.,3,.,3,.,4,.,2,9,,,,,,,,,,1,1,,,,2,2,1,,,,,,,,,,,,,,,,1,52,,,,2,0,,,1,,,,0,,,1,,,5,.,2,0,1,1,1,,,,3,1,1,,2,2,,,,1000,500,1,9,.,1,6,.,.,2,6,2,10,1,1,2,1,111384,2014,1987,1,1,58
1,2,,.,0,1,,,,0,1,,,,1,,,,,2,,2,2,9,.,2,.,5,.,0,,,,1,,,1,1,1,,,6,.,2,.,4,.,7,.,4,.,6,.,1,0,,1,,1,,1,1,,,1,1,,,,2,1,0,,,,,,,,,1,,,,,,,2,,3,,,2,0,,,,,1,,0,,,1,,,7,.,2,0,1,,,,,,1,1,1,,1,1,,,,,,,,.,,,.,.,,,,,,,,,111385,2013,1987,1,1,58
1,2,,.,0,1,,,,0,,,1,,1,,,,,2,,1,,5,.,4,.,3,.,0,,,,1,,,,1,,,,4,.,1,.,1,.,5,.,3,.,5,.,2,9,,,,,,,,,,1,1,,,,2,1,1,,,,,,,,,,,,,,,,2,74,3,,,2,0,,1,,1,,,1,,,,,,7,.,5,0,1,,,,,,1,1,1,,1,2,,,,,3000,1,13,.,1,6,.,.,2,8,1,,1,1,1,2,111386,2014,1987,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,5,.,4,.,5,.,0,,,,,1,,,,1,1,,5,.,5,.,3,.,5,.,6,.,2,.,2,9,,,,,,,,,,2,,2,4,2,2,1,0,1,,,,,,,,1,,,,,,,1,65,,,,1,9,,,,,,,9,,,,,,6,.,3,0,1,,,,,,1,1,1,,1,1,,,,,,3,11,.,1,8,.,.,4,7,1,,1,1,2,1,111387,2011,1798,1,1,58
1,2,,.,0,1,,,,0,1,1,,,1,1,,,,2,,1,,6,.,4,.,3,.,0,,,1,1,1,1,1,1,,,,5,.,5,.,4,.,5,.,10,.,7,.,2,9,,,,,,,,,,1,1,,,,2,1,0,1,,,,,,,,,,,,,,,2,72,3,,,1,9,,,,,,,9,,,,,,5,.,4,0,1,1,1,1,,,5,1,1,,2,1,,,,3000,,7,10,.,1,8,.,.,3,10,1,,1,1,1,2,111388,2014,1798,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,,,1,,3,.,3,.,3,.,0,,,,,1,,1,1,,,,3,.,2,.,,.,4,.,3,.,5,.,,9,,,,,,,,,,2,,2,1,2,2,1,0,,1,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,3,.,6,0,1,,,,,,1,1,1,,1,1,,,,,,2,4,.,,9,.,.,1,8,1,,4,1,1,2,111389,2015,1798,1,1,58
2,2,,.,0,1,,,,0,1,,,,1,,,,,2,,1,,4,.,4,.,1,.,0,,,,1,1,1,1,1,,,,2,.,4,.,2,.,4,.,3,.,5,.,2,9,,,,,,,,,,1,3,,,,2,1,0,1,,,,,,,,,,,,,,,2,69,3,,,2,0,,1,,,,,0,,1,,,,3,.,3,0,,1,,,,,1,1,1,,1,2,,,,,3000,3,9,.,1,5,.,.,4,,1,,2,1,1,3,111390,2013,1987,1,1,58
2,1,4,.,0,1,,,,0,1,,,,,,,,,2,,1,,3,.,3,.,4,.,0,,,,1,1,,1,,,,,3,.,3,.,2,.,5,.,4,.,7,.,2,9,,,,,,,,,,2,,2,6,2,2,1,0,1,,,,,,,,1,,,,,,,1,68,,,,1,9,,,,,,,9,,,,,,3,.,2,0,1,1,,,,,5,1,1,1,1,1,,,,,,3,6,.,1,8,.,.,1,9,1,,2,1,1,2,111392,2009,1998,1,1,58
1,2,,.,0,1,,,,0,1,,,,,1,,,,2,,1,,3,.,,.,5,.,0,,,,,1,1,1,,,,,3,.,2,.,,.,4,.,4,.,,.,2,9,,,,,,,,,,2,,,,,2,,0,1,1,1,,1,,,,,,,,,,,,,,,,1,9,,,,,,,9,,,,,,,.,3,0,1,1,,,,,,1,1,,1,1,,,,,,7,9,.,2,8,.,.,3,8,1,,1,1,1,2,111393,2005,1794,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,9,45,5,.,3,.,0,,,,,1,,1,1,1,1,,4,.,4,.,4,.,4,.,2,.,4,.,2,9,,,,,,,,,,2,,2,1,2,2,1,0,1,,1,,,,,,1,,,,,1,,2,55,2,,,1,9,,,,,,,9,,,,,,4,.,6,0,1,,,,,,1,1,1,,1,1,,,,,,5,6,.,1,10,41,6,4,12,1,,1,1,1,2,111394,2009,1598,1,1,58
2,2,,.,0,1,,,,0,1,1,,,,,,,,2,,1,,3,.,1,.,,.,0,,,,1,,1,,,,,,3,.,2,.,1,.,3,.,3,.,7,.,2,9,,,,,,,,,,2,,2,6,1,2,2,0,1,,,,,,,,,,,,,,,2,68,3,,,1,9,,,,,,,9,,,,,,5,.,2,0,1,,,,,,1,1,1,1,1,1,,,,,,2,8,.,1,7,.,.,2,10,1,,2,1,1,2,111395,2012,1798,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,1,.,3,.,2,.,0,,,,,1,,1,,,,,3,.,2,.,2,.,4,.,3,.,8,.,1,0,,1,,,,,1,,1,2,,2,6,2,2,1,0,,,,1,,,,,,,,,,,,1,68,,,,1,9,,,,,,,9,,,,,,5,.,3,0,1,,,,,,1,1,1,2,1,1,,,450,,,6,7,.,1,9,.,.,2,13,1,,3,1,2,1,111396,2017,1798,1,1,58
1,2,,.,0,1,,,,0,1,1,1,,1,,,1,,2,,1,,7,.,5,.,3,.,0,,,,1,1,,1,,1,,,4,.,6,.,5,.,8,.,8,.,4,.,2,9,,,,,,,,,,1,1,,,,2,1,0,1,1,,1,,,,,,,,,,,,1,78,,,,2,0,,1,1,1,1,,0,1,,,,500,6,.,5,0,1,,1,,,,2,1,1,,1,2,,,,,3600,2,14,.,1,8,.,.,3,12,1,,1,1,2,1,111398,2013,1987,1,5,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,2,2,8,.,2,.,5,.,0,,,,1,1,,,1,,,,4,.,4,.,2,.,3,.,2,.,2,.,2,9,,,,,,,,,,2,,,,,2,,0,1,,,,1,,,,,,,,,,,2,45,,,,1,9,,,,,,,9,,,,,,4,.,6,0,1,,,,,,1,1,1,,1,1,,,,,,1,4,.,1,10,.,.,3,11,1,,4,1,1,,111399,2010,1794,1,1,58
1,2,,.,0,1,,,,0,1,,,,1,,,,,2,,1,,4,.,2,.,2,.,0,,,,,,,,,1,,1,2,.,3,.,3,.,2,.,1,.,6,.,2,9,,,,,,,,,,1,2,,,,2,1,0,1,,,,,,,,1,,,,,,,2,104,3,,,1,9,,,,,,,9,,,,,,3,.,2,0,1,,,,,,1,1,1,1,1,1,,,,,,5,4,.,1,8,.,.,2,11,1,,1,1,2,1,111400,2012,2494,1,6,58
2,2,,.,0,1,,,,0,,,1,,1,,,1,,2,,1,,2,.,2,.,2,.,0,,,1,1,1,,,1,1,1,,5,.,7,.,6,.,3,.,2,.,6,.,1,0,1,1,,1,1,1,1,,1,1,3,,,,1,,9,,,,,,,,,,,,,,,,2,79,3,,,1,9,,,,,,,9,,,,,,7,.,3,0,1,,1,,,,2,1,1,,2,2,,,,200,3000,6,7,.,2,7,.,.,3,,2,2,1,1,2,1,111401,2015,1987,1,1,58
2,1,1,1,0,1,,,,0,1,,,,,,,,,2,,1,,5,.,2,.,3,.,0,,,1,1,,,,,,,,2,.,2,.,1,.,3,.,2,.,1,.,1,0,,1,,,,1,,1,,2,,2,4,2,2,,0,,1,,,,,,,,,,,,,,2,43,2,,,2,1,,,,,,,0,,1,,,,3,.,2,0,1,,,,,,1,1,1,1,1,1,,,,,,3,3,.,1,10,41,3,3,11,2,2,3,1,1,2,111402,2007,1584,1,1,58
1,2,,.,0,1,,,,0,1,,1,,,,,,,2,,1,,7,.,5,.,5,.,0,,,,,1,1,1,1,,,,4,.,2,.,1,.,6,.,5,.,5,.,2,9,,,,,,,,,,2,,2,5,2,2,1,0,1,,,,,,,,,,,,,,,1,81,,,,2,0,,1,,,,,0,,1,,,,5,.,6,0,1,,,,,,1,1,1,,1,1,,,,,,2,10,.,1,8,.,.,2,,1,,4,1,2,1,111403,2011,1987,1,1,58
1,2,,.,0,1,,,,0,1,,,,1,,,,,2,,2,4,4,.,4,.,1,.,0,,,,1,,,,,,,,4,.,2,.,2,.,4,.,7,.,5,.,2,9,,,,,,,,,,1,,1,,,2,1,0,1,,,,,,,,,,,,,,,2,80,3,,,2,0,,1,,,,,0,1,,,,500,6,.,1,0,1,,,,,,1,1,1,,1,2,,,,,1500,5,5,.,1,8,.,.,3,11,1,,1,1,1,2,111405,2012,1987,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,5,.,4,.,5,.,0,,,1,,,,,1,1,1,,4,.,6,.,2,.,6,.,6,.,4,.,1,0,,,,,,,,1,,2,,1,3,1,2,1,0,1,,,,,,,,,,,,,,1,2,65,3,,,2,0,,,1,,,,0,,,1,,,3,.,1,0,1,,,,,,1,1,1,,1,1,,,,,,1,10,.,1,8,.,.,,10,1,,1,1,2,1,111409,2012,1798,1,1,58
1,2,,.,0,1,,,,0,1,,,,1,,,,,2,,1,,6,.,4,.,5,.,0,,,1,1,1,1,1,,,,,3,.,5,.,4,.,5,.,5,.,4,.,2,9,,,,,,,,,,1,1,,,,2,1,0,1,,,,,,,,1,,,,,,,2,78,3,,,2,0,,,,,1,,0,,,1,,,5,.,4,0,1,1,1,,,,2,1,1,,1,2,,,,,2500,3,7,.,1,8,.,.,4,,2,11,3,1,2,1,111410,2013,1987,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,7,.,,.,5,.,0,,,,,,,1,1,1,1,1,4,.,5,.,5,.,10,.,11,.,,.,1,0,1,,,,,1,1,,,2,,,,,2,,0,1,,,,,,,,,,,,,,,2,80,3,,,1,9,,,,,,,9,,,,,,7,.,6,0,1,,,,,,,1,1,,1,1,,,,,,6,9,.,1,6,.,.,2,9,1,,1,1,1,2,111414,2010,1987,1,1,58
1,2,,.,0,1,,,,0,1,,1,,,1,,,,2,,1,,2,.,3,.,3,.,0,,,,,,1,1,,1,1,1,4,.,6,.,,.,4,.,3,.,8,10,2,9,,,,,,,,,,2,,1,3,2,1,,9,,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,3,.,3,0,1,,1,,,,2,1,1,,1,1,,,,,,6,9,.,1,8,.,.,3,12,1,,1,1,2,1,111415,2015,1987,1,1,58
2,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,6,.,4,.,2,.,0,,,,1,1,,,1,1,,,4,.,6,.,3,.,4,.,4,.,6,.,2,9,,,,,,,,,,2,,,,1,2,1,0,,,,,,,,,1,,,,,,,1,60,,,,1,9,,,,,,,9,,,,,,3,.,2,0,1,,1,,,,2,1,1,,1,1,,,,,,2,8,.,1,8,.,.,3,8,1,,2,1,1,2,111416,2012,1798,1,1,58
2,1,1,1,0,1,,,,0,1,,,,,,,,,2,,1,,5,.,3,.,3,.,0,,,1,,,,,,1,1,,3,.,2,.,2,.,3,.,2,.,5,.,1,0,,1,,,,,1,,,2,,2,5,2,2,1,0,1,,,,,,,,1,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,3,.,3,0,1,1,,,,,5,,1,1,1,1,,,,,,4,3,.,1,7,.,.,4,11,1,,1,1,1,2,111417,2010,1794,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,7,.,3,.,3,.,0,,,1,1,1,,1,1,1,1,,5,.,5,.,4,.,7,.,4,.,4,.,1,0,,1,,,,,1,,,2,,1,3,2,2,1,0,1,,,,,,,,,,,,,,,2,80,4,,,1,9,,,,,,,9,,,,,,8,.,3,0,1,,,,,,2,1,1,1,1,1,,,,,,6,13,.,1,6,.,.,2,6,,,,1,2,1,111418,2013,1987,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,3,.,3,.,3,.,0,,,,1,1,1,1,1,,,,4,.,3,.,1,.,5,.,3,.,6,.,2,9,,,,,,,,,,2,,2,4,2,2,2,0,1,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,6,.,2,0,1,,,,,,1,1,1,,1,1,,,,,,6,5,.,1,9,.,.,1,11,1,,3,1,1,2,111419,2014,1798,1,1,58
2,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,3,.,5,.,5,.,0,,,,1,,,,1,1,1,1,4,.,2,.,5,.,6,.,6,.,3,.,2,9,,,,,,,,,,2,,2,5,3,2,1,0,1,,,,,,,,,,,,,,,1,72,,,,1,9,,,,,,,9,,,,,,6,.,4,0,1,1,1,,,,2,1,1,2,1,1,,,1200,,,6,10,.,1,6,.,.,2,9,1,,1,1,1,2,111420,2012,1987,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,6,.,5,.,1,.,0,,,,1,1,1,,,1,,,5,.,2,.,2,.,7,.,5,.,3,.,2,9,,,,,,,,,,2,,1,4,2,2,,0,1,,1,,1,,,,,,,,,,,2,58,3,,,1,9,,,,,,,9,,,,,,4,.,5,0,1,,,,,,1,1,1,,1,1,,,,,,6,10,.,1,8,.,.,3,13,1,,1,1,1,2,111421,2011,1598,1,1,58
1,2,,.,0,1,,,,0,1,,,,1,,,1,,2,,2,3,2,.,2,.,5,.,0,1,,,,,,1,,,,,2,.,3,.,3,.,4,.,3,.,,.,,9,,,,,,,,,,1,1,,,,2,2,0,1,,,,,,,,,,,,,,,2,84.9,,,,2,0,,1,,,1,,0,1,,,,800,5,.,3,0,1,,1,,,,1,1,1,,1,2,,,,,3500,2,7,.,1,8,.,.,1,11,1,,5,1,2,1,111422,2015,1987,1,1,58
1,1,1,2,0,1,,,,0,1,,,,1,,,,,2,,1,,2,.,3,.,5,.,0,,,,,1,,,1,1,,,4,.,,.,4,.,,.,4,.,8,.,1,0,,1,,1,,,1,,,1,2,,,,2,1,0,1,1,,,,,,,1,,,,,,,1,75,,,,1,9,,,,,,,9,,,,,,5,.,,0,,1,,,,,1,1,1,1,1,1,,,,,,1,7,.,1,9,.,.,2,9,1,,5,1,2,1,111424,2015,1798,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,4,.,5,.,2,.,0,1,,,,,,1,1,1,1,1,5,.,7,.,5,.,6,.,7,.,8,12,2,9,,,,,,,,,,2,,2,1,3,2,1,0,1,,,,,,,,1,,,,,,1,2,113,3,,,1,9,,,,,,,9,,,,,,5,.,5,0,1,,,,,,1,1,1,,1,1,,,,,,5,13,.,1,8,.,.,3,10,2,9,4,1,2,1,111425,2015,2494,1,6,58
2,2,,.,0,1,,,,0,1,,,,,,,,,2,,2,2,5,.,5,.,4,.,0,,,,,1,1,1,1,,,,4,.,2,.,5,.,5,.,4,.,7,.,1,0,,1,,,1,,1,,,2,,1,1,2,2,1,0,,,,,,,,,1,,,,,,,,,,,,1,9,,,,,,,9,,,,,,5,.,5,0,1,,,,,,1,1,1,,1,1,,,,,,5,5,.,1,6,.,.,3,7,1,,3,1,1,2,111426,2013,1987,1,1,58
1,2,,.,0,1,,,,0,1,1,1,,,,,,,2,,1,,,.,6,.,2,.,0,1,,,,,,,,,,,4,.,1,.,2,.,,.,5,.,7,.,2,9,,,,,,,,,,2,,1,6,3,2,1,0,1,,,,,,,,,,,,,,,1,89,,,,1,9,,,,,,,9,,,,,,6,.,5,1,,,,,,,,1,1,1,1,1,,,,,,6,12,.,1,8,.,.,2,8,1,,1,1,2,1,111427,2015,1998,1,1,58
1,2,,.,0,1,,,,0,1,,,,1,1,,,,2,,,,5,.,3,.,3,.,0,,1,1,1,1,1,,,,,,3,.,4,.,4,.,4,.,3,.,2,.,1,0,,1,,1,,1,1,,,1,3,,,,2,2,0,1,1,,,,,,,,,,,,,1,2,76,3,,,2,0,,1,,,,,0,1,,,,400,4,.,4,0,1,1,1,,,,4,1,1,,1,2,,,,,3700,6,9,.,1,9,.,.,2,9,1,,1,1,1,2,111429,2014,1987,1,5,58
1,1,4,.,0,1,,,,0,1,,,,1,,,,,2,,1,,3,.,3,.,3,.,1,,,,,,,,,,,,3,.,,.,,.,,.,,.,4,.,2,9,,,,,,,,,,1,2,,,,1,,9,,,,,,,,,,,,,,,,2,,3,,,1,9,,,,,,,9,,,,,,4,.,6,0,1,,,,,,5,1,1,1,1,1,,,,,,7,10,.,1,8,.,.,2,13,2,5,1,1,1,2,111430,2016,1987,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,3,.,4,.,1,.,0,,,1,1,1,1,1,1,1,1,,6,.,3,.,2,.,4,.,3,.,7,.,1,0,1,1,,,1,1,1,,1,2,,2,,2,1,,9,,,,,,,,,,,,,,,,2,80,3,,,1,9,,,,,,,9,,,,,,7,.,6,0,1,,,,,,1,1,1,2,1,1,,,,,,6,5,.,1,8,.,.,3,12,2,6,5,1,1,2,111432,2013,1987,1,1,58
2,2,,.,0,1,,,,0,1,,,,,,,,,1,1,1,,2,.,2,.,6,12,0,,,,,1,,,,,1,,3,.,3,.,2,.,4,.,3,.,7,.,2,9,,,,,,,,,,2,,2,4,2,2,2,1,,,,,,,,,,,,,,,,2,65,3,,,1,9,,,,,,,9,,,,,,5,.,2,0,1,,,,,,1,1,1,,1,1,,,,,,6,7,.,2,4,.,.,3,6,1,,1,1,1,2,111433,2016,1798,1,1,58
1,2,,.,0,1,,,,0,,,,,1,,,,,2,,1,,2,.,4,.,4,.,0,,,1,1,1,1,1,1,,,,5,.,1,.,1,.,2,.,2,.,7,.,1,0,,,,1,,,1,,,1,1,,,,2,,0,1,,,,,,,,,,,,,,,2,75,3,,,,9,,,,,,,9,,,,,,6,.,6,0,1,1,1,,,,4,1,1,,1,2,,,,,3450,5,9,.,1,7,.,.,3,8,1,,4,1,2,1,111435,2017,1798,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,,2,,1,,2,.,7,.,3,.,0,1,,,,,,,,1,1,1,5,.,2,.,2,.,6,.,4,.,6,.,1,0,1,1,,,1,,1,,,2,,1,6,2,2,4,0,1,,,,,,,,,,,,,,,2,90,3,,,1,9,,,,,,,9,,,,,,8,.,6,0,1,,,,,,2,1,1,,1,1,,,,,,6,7,.,1,6,.,.,3,11,1,,1,1,1,2,111436,2016,1987,1,5,58
1,1,1,1,0,1,,,,0,1,,,,,,,,,2,,1,,3,.,4,.,3,.,0,,,,1,1,1,1,1,1,,,5,.,2,.,3,.,4,.,4,.,7,.,1,0,1,1,,,,,,,,2,,2,5,,2,1,0,1,,,,,,,,,,,,,,,2,78,3,,,1,9,,,,,,,9,,,,,,7,.,2,0,1,,,,,,2,1,1,1,1,1,,,,,,6,12,.,1,8,.,.,3,5,2,7,4,1,1,2,111437,2015,1987,1,1,58
1,2,,.,0,1,,,,0,,,1,,,1,,1,,2,,1,,,.,8,500,1,.,0,1,,,,1,1,1,1,1,1,1,6,.,8,.,9,250,3,.,4,.,8,8,2,9,,,,,,,,,,2,,1,4,2,2,1,0,1,,,,,,,,,,,,,1,1,2,78,3,,,1,9,,,,,,,9,,,,,,9,.,4,0,1,,1,,,,2,1,1,,1,1,,,,,,4,16,6000,1,6,.,.,2,8,2,1,3,1,3,2,111438,2016,1987,1,1,58
1,2,,.,0,1,,,,0,1,,,,,,,,1,2,,1,,6,.,4,.,2,.,0,,,,,1,1,1,1,1,1,1,6,.,7,.,4,.,5,.,,.,,.,,9,,,,,,,,,,2,,1,6,3,1,,9,,,,,,,,,,,,,,,,2,80,1,,,1,9,,,,,,,9,,,,,,8,.,6,0,1,,1,1,,,,1,1,,1,1,,,,,,5,11,.,1,8,.,.,2,13,1,,,1,2,1,111439,2013,1987,1,1,58
